300,0.00240234375
310,0.00240234375
320,0.00240234375
330,0.002402343750037
340,0.002402351248235
350,0.003085293598177
360,0.00320312695965
370,0.003226062624142
380,0.003202098453882
390,0.003203125041992
400,0.003203125000002
410,0.003203124999983
420,0.003197411655022
430,0.003204273268564
440,0.003203053064361
450,0.00410581623809
460,0.004005112922171
470,0.004775346457631
480,0.007117530744419
490,0.012698256762081
500,0.017926813639538
510,0.024392716768085
520,0.0328321679113
530,0.043111643918796
540,0.054770215339768
550,0.068212456218699
560,0.083216848655347
570,0.098883177625367
580,0.113193303312825
590,0.127398779544722
600,0.140813348630198
610,0.152566536551416
620,0.165733495473508
630,0.188985030214339
640,0.218211377921893
650,0.246648491973178
660,0.270077700168149
670,0.287779732098145
680,0.3056857189344
690,0.323820247675218
700,0.344191944734443
710,0.365654997541244
720,0.389726858442489
730,0.404532292630432
740,0.414004210654689
750,0.420944386483332
760,0.429005344005154
770,0.438168432834231
780,0.452934500869823
790,0.472948486926415
800,0.488831208130674
810,0.495652182831487
820,0.496487069852862
830,0.492391106590285
840,0.482569150990052
850,0.468456384802154
860,0.446423806269344
870,0.422091151721541
880,0.393647708259784
890,0.363693372739829
900,0.334570512152177
910,0.308536288825083
920,0.284259070618941
930,0.266030179526149
940,0.25021737710173
950,0.233852201262895
960,0.217811677804004
970,0.198516601768388
980,0.177840708239775
990,0.152658853038208
1000,0.130810990771391
1010,0.110820695407726
1020,0.092627913463303
1030,0.077686272745613
1040,0.064204526178708
1050,0.052358467107963
1060,0.042286009872213
1070,0.034433420009424
1080,0.026928416463227
1090,0.022430185859624
1100,0.017689016369134
